ID,question
4064,petite question sur strepsil
4065,efflexor matin ou soir?
4066,"sous antibiotique, alcool ?"
4067,L'élimination du Lepticur se fait-elle par voie rénale ou hépatique?
4068,je dois prendre toujours deux cachets / gélules de tetramysal mais les prises ne doivent plus se faire pendant le repas. je voudrais savoir quand je pourrais les prendre de manière optimale sachant que je dois faire 2 prises par jour d'une gélule.
4069,Une médecin dermatologue à la retraite souhaite connaître la date de retour de Daivobet crème
4070,oubli d'un comprimé de jasminelle (24 heures d'oubli) je fais quoi?
4071,J'ai un patient qui m'amène 2 ordonnances (enfants 2 mois et 2.5 ans) pour BEXERO; quelle est son indication et son utilité ?
4072,Ibuprofène est il dangereux ?
4073,seropram j10 à quand les effets positifs ?
4074,quel est le générique du plavix?
4075,peut-on trouver le vaccin tp ou dtp en italie?
4076,"mon medecin ma prescrit du coffea cruda 15ch pour des trouble du sommeil pourtant je lis de partout que pour cette cause ces du 9 ch qu'il faut, quel est le bon dosage?"
4077,"urgent:j+5 apres arret de pillule cerazette et pas de regle, normal?"
4078,"j'ai deja pris du deroxat il y a 3 an sur une durée de 1 an et demi sans aucun soucis    de nouveau je suis ce traitement depuis un tout ptit peu plus d'1 mois lau bout de 3 semaines je me suis mise a avoir des plaques qui me demange , ca gratte et ca gonfle , ca fait comme des piqures d'orties    sur la peau    j'ai vu le medecin et il m'a donné du aerius a prendre (un anti allergique ) , je viens de commencer ce matin et c'est bien vrai cela a calmer mon ""urticaire"" . sur la notice de deroxat il y a noté pour les effets indesirables"" tres rares"": eruption cutanée c'est pourkoi je me demande si mon soucis n'a pas un lien avec mon anti depresseur . peut etre que qqn a deja rencontré ce soucis ?"
4079,pouvez vous me dire si ixel est efficasse pour luter contre les idées noire ?
4080,L'exomuc est il remboursé ?
4081,avez-vous eu des effets secondaires après la prise du norlevo?
4082,"effet posotif du prozac , pas toute la journée ?"
4083,"je viens de prendre 19g de paracetamol, je risque quoi ?"
4084,La pilule adepal est elle une pilule fortement dosée ?
4085,Je voulais savoir si je pouvais prendre ma pilule un peu en avance? (30 mn) j'ai lu que c'était possible mais j'aimerai savoir si le lendemain je devais la prendre à la même heure et si l'effet contraceptif serait toujours conservé?
4086,Comment traiter un pied d'athlète chez un enfant de 2 ans ?
4087,"si on est enceinte, c'est pas dangereux de prendre du lutéran ??"
4088,vicks babybalm retiré du marché ?
4089,"je dois faire le vaccin de l'hépatite b, mais je suis allergique aux oeufs, je voudrai donc savoir si n'importe qu'elle trace d’œuf sont preséntent dans ce vaccin?"
4090,"clomid , est il normal d'avoir des douleurs au ventre ?"
4091,Vous connaissez des gouttes pour soigner le hoquet ?
4092,est ce que ghb traite l'anxiété et la depression ?
4093,est ce que je peut acheter biomag sans ordonnance?
4094,Qu'est ce que duphaston ?
4095,est ce que microval est effective dès la première prise? qu'est ce que cela fait si je commence la plaquette alors que je n'ai pas encore mes regles?
4096,"Y a-t-il des effets secondaire pendant les premières semaines de deroxat , sueurs, crises d'angoisses ?"
4097,Comment préparer l'hepar magnesium d8 et l'hypericum auco cultum d3?
4098,avez vous déja eu des effets secondaires avec varnoline ??
4099,on m'a prescrit nexium. quels sont les effets secondaires que ca vous occasionne??
4100,Qu'est ce que zenalia ?
4101,roacutane question..
4102,lutenyl pour enfant de 13 ans??
4103,"je souhaiterais me faire vacciner contre la grippe mais j'ai peur, si je fais mon vaccin ces jours-ci, de ne plus être immunisée en février"
4104,et le repevax? qu'en savez-vous?
4105,"bonjour! je prend la pilule pacilia gé depuis maintenant 6 mois. je dois prendre mes comprimé pendant 20 jours puis faire une pause de 7 jours. je voulais savoir si pendant cette période de 7 jours, je pouvais avoir des rapport avec mon copain? merci d'avance pour vos réponse!"
4106,de plus j'aimerai savoir s'il est necessaire de prendre paroxetine tous les jours à la même heure.
4107,oubli mélodia que faire ?
4108,je prend la pillule cérazette et j'ai des saignements depuis 1 semaine. comment est ce possible avec l'organisme de la femme?
4109,"J'ai pris ma pilule deux fois en une journée, Qu'est-ce que je risque ?"
4110,Peut on prescrire Izalgi pendant grossesse ?
4111,Quels sont les changements observables à l'arrêt de l'anovulant ?
4112,Est ce qu'on peut prendre virlix pendant la grossesse?
4113,nausées avec le zoloft ?
4114,est ce que je peux prendre du paracetamol pour la douleur ?
4115,Une patiente s'est vu prescrire Amorolfine EG 5% par son médecin mais ce dernier n'as pas spécifié de posologie elle souhaite donc savoir combien de fois utiliser le produit
4116,Comment savoir le dosage de la griffonia ?
4117,est-ce q je peux prendre 28 comprimés de mercilon d'un coup au lieu de 21  ?
4118,"bonjour! je prends du prozac depuis un peu plus de deux semaines et depuis qqs jours j'ai du mal à respirer. je suis comme oppréssée, n'arrive pas à inspirer profondémment. est-ce que vous avez eu le cas?qu'en pensez-vous?"
4119,le cymbalta vous a t il fait perdre du poids ?
4120,urticaire insupportable et xyzall ?
4121,ancienneté traitement (arimidex) ?
4122,combien coût la boite de biomag?
4123,lamaline? besoin de renseignements svp
4124,bonjour pk donne t on ces medicaments associé tegretol 400 et haldol?? merci de me repondre
4125,je demandé si je pouvais prendre stresam et lexomil en meme temps ?
4126,perdu du poids avec deroxat?
4127,"J'arrete progressivement Deroxat mais j'ai des sensations de décharges électriques, est ce normal?"
4128,"la pilule surgestone, c'est quoi ?"
4129,dépendance topalgic ?
4130,"A cause d'une pharyngite, mon médecin m'a prescrit 2 pulvérisations de rhinofluimicil trois à quatre fois par jour. la notice n'est pas claire , pouvez-vous m'éclairer ?"
4131,on veux me donner 6 cardenciel de 20mg pour un soir est ce que il y aura des effet secondaire ?
4132,androcur c'est un médicament pour quoi ??
4133,boite de celebrex : 28 ou 30 comprimés ?
4134,"je prends du luteran, ma gyneco me dit de l'arrêter et me propose le stérilet mirena. quelqu'un a-t-il été dans le même cas que moi ? comment le stérilet a -il supporté ?"
4135,j'aimerai savoir si je peux remplacer 1 dose de thymuline en 9 ch dose par 5 granules de thymuline en 200 k ou dans une autre résolution ?
4136,j'ai lu sur la notice que si un comprimé entre le jour 8-14 a été oublié on doit prendre le comprimé oublié et finir la plaquette..  cela veut donc dire que je dois prendre le comprimé dhier et celui daujourdhui en meme temps?
4137,j'ai pris du stablon pendant 15 jours consécutifs.bcp d'effets secondaires mon med m a dit d'arreter..spntanément il y a 1 semaine et depuis j ai des nausées et 1 peu enervé.. est ce normal?
4138,Est-ce que je peux prendre mon traitement par Ciprofloxacine le matin ?
4139,"Estima gé, qu'est-ce ?"
4140,"je prends du sipralexa depuis 1 an. j'ai commencé à me sentir mieux après 6 semaines. mais depuis cet hiver, je suis de nouveau très fatiguée, parfois je n'ai pas la force pour faire certaines choses. il faut dire que j'ai augmenté ma dose d'anti depresseurs depuis 7 jours..alors, est-ce que ce sont les anti depresseurs qui me rendent aussi naze? ou est-ce des symptômes de dépression?"
4141,oublie de pilule cerazette risque?
4142,je commence avec appréhension une chimio jeudi qui associe gemzar + cisplatine est ce que quelqu'un connaît et peut m'en parler ?
4143,deroxat peut resoudre le probleme d'ejaculation precoce ?
4144,"je voualais savoir, qu'elle(s) étai(en)t les effets indesirable du guronsan ?"
4145,peut on prendre millepertuis et fleurs de bach en meme temps?
4146,je suis sous ludéal depuis deux mois et je dois passer à qlaira. quelle est la marche a suivre. pause ou pas pause?
4147,rappel infanrix quinta impérativement dans les 3 mois ?
4148,diane et HTA ?
4149,comment fonctionne le vaccin col de l'utérus ?
4150,Comment procéder à une cure de spiruline ?
4151,euphytose ?? Sans ordonnance ?
4152,interaction entre xeplion et des gellules pour maigrir ?
4153,question melodia
4154,"bonjours, je suis sous mercilon depuis 4mois; mais j'ai un problème de perte de cheveux; qui ce que je dois faire? merci d'avance."
4155,De quelle forme sont les comprimés de Célécoxib 200mg Zentiva ?
4156,le seropram fait-il grossir ?
4157,apres l'installation de mon stérilet j'ai eu des petites pertes brunatres avec des crampes etc.. dois je m'inquieté ou cela est normal??
4158,quelques questions sur diane 35
4159,quels sont les effets de provames et de l'acetate de cyproterone?
4160,je prend du milleperthuis en gélules 4/jour. ma question est quand dois je les prendre ?
4161,puis-je prendre du doliprane avec du zelitrex?
4162,j'aimerais savoir si il est possible de ressentir les effets de la diminution du deroxat seulement 1 mois 1/2 après ? cela fait 2 semaines que je ressens ces effets et c'est de pire en pire. est ce normal ?
4163,j'aimerais savoir si d'autres personnes ont entendu parler ou utilisé les doses de vaccinotoxium pour évacuer les toxines d'un vaccin?
4164,Peut-on obtenir l'isoror sans ordonnance ?
4165,Deroxat fait-il grossir ?
4166,peux t-on injecter du syntocinon a une personne qui fait une hemoragie ?
4167,spotof sur ordonnance ?
4168,seropram+ lysanxia en essais bébé ?
4169,Quelle est la dose initiale recommandée pour le Modafinil?
4170,"je prenais jusqu'alors 100 mg de floxyfral par jour, soit 2 comprimés, et depuis 15 jours, je suis passée à 75 mg. j'ai l'impression aujourd'hui de me sentir ""mal"" . que faire?"
4171,Puis-je utiliser ma crème emla périmée de deux semaines ?
4172,diane 35 peut-elle etre délivrée au planning familial?
4173,lamaline? besoin de renseignements svp
4174,j'aimerai savoir aussi si c'est normal si j'ai encore des pertes brunes avec trinordiole?
4175,"je prend depuis peu de l'oenobiol aquadrainant qui expirait en avril 2005, les géllules sont elles encore active?"
4176,l'oscillococcinum : boîte de 20 pastilles?
4177,"je suis allergique au curare (mivacron), y a t-il un risque si je prends morphine?"
4178,y a t-il des personnes qui ont arrété le traitement sans un retour de pilosité execive ou de boutons avec Androcur?
4179,"je prend actuellement du risperdal 4mg matin et soir et je me sent tout bizarre, je marche bizarrement, je me sent planer, je parle comme si j'étais bourré, j'ai envie de me coucher mais pas systématiquement de dormir..  est-ce que ces effets sont deja arriver ??"
4180,"je prend du doliprane soit 100 mg par jours ce qui fait un total de 15 00 mg de doliprane en 15 jours, quel sont les conséquences?"
4181,effexor 50 : tremblements?
4182,Le Go-on Synvisc  a-t-il une prescription réservée à certains spécialistes ou un médecin généraliste peut il prescrire ?
4183,quel bilan biologique à l'instauration de Xeroquel
4184,Y a-t-il beaucoup d'effet indésirables avec risperdal ?
4185,A qui s'adresse le theralene ?
4186,vaccin thypoïde et immurel sont ils compatibles  ?
4187,je doit arreter microval pour commencer daily mais je ne sais pas quand car je ne suis pas bien reglé niveau saignement. je dois la commencer quand ?
4188,doliprane + nifluril  ??
4189,diu cuivre comme contraception ?
4190,microvial ?!!
4191,"j'ai commencé mélodia.  j'ai été sujette plusieurs fois a des crises d'ashme et des bronchite asthmatique, ya t-il une contre indication?"
4192,Florgynal est dangereux ?
4193,Y a-t-il un risque à ne pas faire le vaccin rubéole bis avant la grossesse ?
4194,mélodia - ses seins gonflent et lui font mal es-ce normal??
4195,tercian : je mange moins et je grossit a vue d'oeil! pourquoi?
4196,"bonsoir, oui oui oui, d'habitude une question concernant ce vaccin vient d'une fille. aujourd""hui, c'est un jeune homme qui la pose pour une amie proche! mon amie a eu ses premiere relations sexuelles il y'a plus d'un an. sa mere aujourd""hui veut absolument qu'elle fasse ce vaccin. elle n'ose pas dire non peur de se reaction! que sont les risques de faire ce vaccin et d'avoir sa premiere relation sexuelle il y'a plus d'un an?  hormis le non fonctionnement du vaccin, quels sont les risques? merci pour vos reponses"
4197,Peut on prendre deroxat le midi ?
4198,"Le Bactrim sirop, pour un enfant de 13 ans, 40 kg, souffrant de cystite, quelle posologie mettez vous ?"
4199,Locabiotal et tussidane durant la grossesse ?
4200,"ignatia,gelsemium et sepia pendant la grossesse ?"
4201,je voudrais savoir s'il est possible de prendre les huiles essentielles en gelule ?
4202,Est ce que varnoline continu provoque des effets indésirables?
4203,pourquoi un oublie de pillule de plus de 12h peut donner un risque de grossesse alors que pendant la pose de 7 jours maximum on reste protégée?
4204,baldrian pour dormir est compatible avec champix ?
4205,"je prend la pilule jasmine. vers 22h, j'ai pris ma pilule mais environ 2h après j'ai eu une nouvelle crise de diarrhée, qui s'est enchaînée toute la nuit. il faut reprendre une pilule, mais sachant que j'allais avoir une nouvelle crise je n'en ai pas prise.  j'ai eu un rapport non protégé 3 jours avant, ya-t-il des risques de grossesse?"
4206,Est-ce que le Neoral est sous forme de capsules molles car dans d'autres spécialités je n'ai pas aimé cette forme
4207,"Consommation de logiflox une fois la date de péremption passée, possible ?"
4208,Quels sont les génériques de diane 35 ?
4209,Est ce que Cymbalta entraine la fatigue?
4210,mélodia ? CRAT
4211,kelkun a t-il une solution pour arrêter des règle ??
4212,paroxetine pendant le repas ?
4213,"je souhaiterais savoir si ces 2 médicaments aux plantes cardiocalm (aubépine) et prepause (gattilier, alchémille, achilée..) sont compatibles ensemble ?"
4214,je voudrais savoir si le fait de commencer la pilule le 2eme jour des règles aurait un risque de tomber enceinte??
4215,je viens de réaliser une idr pour mon vaccin bcg. on lit normalement le rsultat au bout de 72 heures seulement au bout de 8h me voila avec une induration de plus de 10mm.. est ce que je dois comprendre que je suis peut etre infecté?
4216,"Après un sevrage rivortil, est ce qu'on peut prendre laroxyl?"
4217,adépal donne des vomissements?
4218,c'est vrai que adépal est fortement dosée?
4219,j ai pris un antibiotique la rifampicine. j ai lu que l association de la rifampicine et la pilule ( la mienne daily gé ) n'etait pas bonne. est ce le cas?
4220,"bonjour,  je prend le générique de la pilule diane 35 et je les oubliés 2 ou 3 fois dans le mois de mai, mais j'ai eu mes règles (le 4 juin) comme d'habitude sans retard. mais depuis 2 jours j'ai des pertes marron-rouge, et j'ai mal au ventre. et il y a une semaine de ça, j'ai vomi mais ce n'étais pas vraiment du vomi, enfin c'était bizarre    . pendant ses oublies j'ai eu des rapports non protégé. j'aimerai savoir s'il y a risque de grossesse ou pas? mais comme désir un enfant j'ai peur que ce soit une grossesse nerveuse. merci de me répondre. a bientôt."
4221,solian et ritaline?
4222,quelqu'un sait si ce vaccin anti grippe est dangereux enceinte?
4223,"cela fait 2 mois environ que je suis sous seropram, et je ne vois pas vraiment d'amélioration.. au bout de combien de temps cela fait il effet?"
4224,"lorsqu'on lit la notice de nuvaring, il est écrit qu'après délivrance la température ne doit pas excéder 30°. cela signifie donc qu'on peut le laisser en dehors du frigo, non? dans ce cas, est-il mieux de le laisser au frigo autant que possible, ou faut-il le sortir?"
4225,Quelles sont les indications de Circadin?
4226,"vendredi dernier j'ai fait l'amour avec mon copain, or samedi je suis partie sans mes pilules, je n'ai donc pu prendre celle de samedi soir, que le dimanche après midi. puis j'ai continuer normalement. le problème est que ma plaquette se termine mercredi, je ne peux donc pas respecter les 7 jours nécessaires pour relancer le tir. que dois-je faire?"
4227,lyrica pour phobie sociale ?
4228,Une préparatrice souhaite savoir s'il faut prendre le Gaviscon solution buvable en sachet avant ou après les repas ?
4229,etant donner que j'ai pris seroplex a la suite du seropram il fallait attendre les effets benefique au bout de quelques semaine ou ca serai plus rapide ?
4230,l'arimidex donne des effets secondaires?
4231,effets secondaires du zoloft?
4232,"bonjour, apres le retrait de mon stérilet cuivre car il ne me convenait pas. je suis reparti pour la pilule jasmine que j'ai prise pendant des années avant le stérilet. la pilule peut elle me provoquer une grosse fatigue, des douleurs aux seins (tétons), des essoufflements, une grande sensation de faim après avoir manger et parfois des dégouts pour certains aliments ? avant je la supportais sans souci et la ça fait deux semaines que je la reprends. merci d'avance."
4233,deroxat : quel effet?
4234,risque de tomber enceinte sous leeloo ?
4235,"au secours, je dois prendre du cymbalta anti-dépresseur alors que je suis diagnostiquée bipolaire. qui partage mon expérience? la notice spécifie que ce médicament est incompatible avec la bipolarité!! que faire? que penser? mon médecin y tient, après avoir essayé le déroxat et effexor que j'ai abandonné. je poursuis régulièrement mon traitement de 2 dépacok par jour ce qu'il ne me suffit pas. merci pour vos réponses rapides."
4236,Quels sont les effets secondaires de la tolexine ?
4237,pharmacodynamie de duphaston ?
4238,j'ai pris du viox et du celebrex. je fais de la tachycardie type bouveret.  est ce que cela pourrait être les effets secondaires de ces médicaments??
4239,Puis-je associer plavix et aspirine?
4240,Quels sont les vaccins qu'on peut faire pendant la grossesse ?
4241,De quelle spécialité l'Oxomémazine Arrow est le générique ?
4242,"mon traitement au skenan et au acti skenan c'est arrêter. depuis je vie un enfer vomissement et l'impression d'avoir un troue dans l'estomac, des tremblement des insomnies des palpitation. doit je consulté un médecin aller au urgence ?"
4243,je prends si besoin du lexomil apres des crises d angoisse. je suis passe maintenant au deroxat. il y forcement des effets secondaires?
4244,bonjour a tous  j'ai un petit probleme j'ai pris deux plaquettes de ma pilule (daily gé) d'affilé pour ne pas avoir mes regles ce moi ci mais le probleme c ke je les ait quand meme est ce normal et surtout suis -je toujours protegée ? merci de votre reponse  j'angoisse peux etre pour rien mais j'angoisse.
4245,j'aimerais savoir si des personnes on déjà fait des cures de spiruline et si cela a vraiment contribuer à vaincre l'anémie.
4246,"diminution douleurs seins sous utrogestan, normal ?"
4247,"j'ai lu que on pouvait donner un ""vaccin"" homeopathique pour lever le barrage energetique suite au vaccin classique. mes loulous (2ans) vont faire le rappel de plusieurs vaccins (ror, dt polio etc) - concretement comment dois-je faire: leur donner les granules (doses) pour tous les vaccins en même temps? le soir même? ou il vaut mieux espacer?"
4248,"mon xanax me rend malheureuse en ce moment. je n'arrive plus a diminuer. dès que je diminue j'ai des vertiges,mal de tete au ventre je suis pas bien du tout. que dois je faire?"
4249,mélodia pas remboursée?
4250,mon medecin m'a prescrit du deroxat a la pharmacie on m'a donné le generique est ce la meme chose?
4251,Nexplanon est-il pris en charge dans le protocole contraception pour mineure de 15 à 18ans de manière anonyme et gratuite?
4252,Peut on associer statine et antibiotique ?
4253,Vous conseillez quoi en remplacement du zyma d en rupture ?
4254,oubli trinordiol et infos contradictoires.que dois je faire?
4255,faut il une ordonnance pour acheter un vaccin dt polio?
4256,Du cialis prescrit pour une femme??
4257,parlodel c'est quoi ?
4258,"depuis un bon moment je me sens pas mal fatigué avec le besoin de rester au lit même quand j'ai dormi toute la nuit. j'aimerais savoir si cela est l'effet de l'antidépresseur zoloft que je prend depuis presque 1 mois, du lysanxia 2x10 mg le soir que je prend  depuis plus d'un mois ou du donormyl que je prend le soir contre l'insomnie ?"
4259,"Dans le cas d'un traitement pour l'acné photosensibilisant, est-il possible de combiner traitement et crème solaire à fort indice pour pouvoir quand même me pavaner sur la plage sans risquer les brûlures au 3e degré?"
4260,Quel serait votre conseil pour saignements internes post opératoires non hémorragiques (formation d'un hématome de 10cm sur 5cm sur 3cm pour l’instant)?
4261,quelqu'un pourrait m'informer des risques de vacciner un enfant au priorix alors qu'il est allergique a l'oeuf ?
4262,xanax déclenche l'angoisse ?
4263,plus de libido sous diane 35--> jasmine?
4264,9eme comprimé de minidril pris 8-9 heures en retard? Aucun risque?
4265,"spotting , est ce que c'est à cause du lutéran ?"
4266,peux t on obtenir de l'acide folique sans ordonnance?
4267,peut-t-on prendre de l'efferalgan 1g en étant enceinte ?
4268,Quels sont les effets seconadaires du vaccin contre la grippe ?
4269,je commence seroquel 100 mg : j'ai peur d'en prendre avec ce médicament ! pourriez-vous me renseigner si ça fait gagnerdu poids?
4270,"la pediatre a prescrit du debridat nourissons à mon bebe d'un mois, depuis que je lui donne elle fait une selle par jour et tres liquide liquide, est ce un effet du medoc?."
4271,"mon médecin m'a prescrit hier du seropram, j'ai pris le premier comprimé j'ai eu des effets secondaire, vous avez eu ça,"
4272,"je prenais seroplex 10mg le soir, mais je souffre d'insomnie.  ce matin donc, j'ai pris le seroplex d'hier soir, mais voilà que j'ai l'impression d'être complètement ramollie. Dois-je persévérer quelques jours (prise du matin) avant d'être mieux ?"
4273,"j vx faire un test de detection de grossesse baby-check-1   des  veda.lab france   et il est vendu sans notice ,,et je vx savoir combien de gouttes j dois mettre,, est ce qu il y a qq 1 qui a dejas utilisé ou bien qui sais qq chose ??"
4274,grossesse et cetirizine?
4275,huile d'onagre pour douleurs aux seins ?
4276,y a t-il quelqu'un qui connait le traitement de climaston ?
4277,"je dois prendre duphaston. ma gynéco m'a dit de le prendre du 16èjour au 23 è jour.cependant, vu que je n'ai pas de règles depuis longtemps ( suite à un traitement hormonal), quand dois je le prendre?"
4278,roaccutane est remboursé ou pas?
4279,Est-ce qu'il y a un risque de blessure avec un stérilet pendant le rapport sexuel ?
4280,Quelle dose conseillez-vous pour le gel de polysilane pour un bébé de quelques semaines ?
4281,Bricanyl n'existe plus ?
4282,sevrage deroxat et ses effets ?!
4283,savez vous si il est possible de faire l'injection du vaccin ailleurs que dans le bras ?
4284,"J'ai pris du poids avec divarius, dois-je m'inquieter ?"
4285,nootropyl est-il bien pour les enfants ?
4286,qui connait  le médicament rivotril?
4287,"Un patient reçoit la prescription de Cotrimoxazole Zentiva 800mg/160mg à raison de 2 comprimés par jour pendant 15 jours. Il a oublié de dire à son médecin qu'il souffre d'une cirrhose hépatique, peut-il quand même prendre ce traitement ?"
4288,"je prend trinordiol depuis maintenant 1an, et je n'ai jamais eu de soucis. mais depuis hier, j'ai de leger saignements et depuis ce matin un peu mal au ventre. a quoi cela peut etre du?? est ce que ca peut etre lié au stress??"
4289,citalopram mylan risques effectifs de vomissements ?
4290,grossesse et abilify?
4291,"je suis sous seroplex, mais depuis quelques mois des angoisses énormes. de la spasmo, hypocondrie, vertiges. mon psy m'a donc augmenté à 20mg.. mais rien de neuf depuis..! j'ai envie de changer car mon corps ne réagis plus au seroplex!  des conseils pour changer? un ad a me prescrire?"
4292,cerazette et perte des cheveux?.
4293,a quoi sert ce médicament methergin ?
4294,qui a déja pris du floxyfral? quels ont été les effets bénéfiques et secondaires? merci de vos témoignages.
4295,"je prends de la pénicilline depuis quatre jours pour soigner une angine et depuis aujourd'hui, j'ai beaucoup de mal à supporter ce médicament. est ce que je continue le médicament jusqu'à demain (j'ai encore 3 prises à prendre)? ou est ce que je le stoppe net tout de suite?"
4296,nuvaring : envie d'uriner et vous?..
4297,gelsinuim et ignatia placebo?
4298,adépal : effets temporaires..??
4299,je viens de stopper ma pillule microval et en fait je voulais changer de pilule. comment faire?
4300,chamomilla est un suppositoire ?
4301,c'est quoi clarytine ?
4302,"J'ai du solian 100mg et j'ai des soucis : -rigidités -spasmes musculaires -hyper sensibilité -difficulté supplémentaire avec la chaleur, etc. Que faire ?"
4303,comment agit androcur?
4304,"Enervée avec deroxat, faut-il continuer ?"
4305,combien du tempq me faut pour me sentir a l'aise et pour que nordaz 15 s'adapte avec mon corp ??parce que actuellement j'ai des maux tete et transpiration des mains et pieds .
4306,une amie souffre d'amibes. un médecin lui a prescrit un médicament nommé 'fragile'. pouvez-vous m'en dire plus sur ce médicaments
4307,ma fille a eu une réaction  peau rouge et chaude la ou le pédiatre a piquer avec le vaccin contre la DT polio sa va partir quand ?
4308,"Je viens de prendre la pilule du lendemain, maintenant vous pensez que je ne courre aucun risque de grossesse?"
4309,"je prend du millepertuis et j'ai eu des symptômes très incommodants semblables à des coups de chaleur : nausées, maux de tête, fatigue. y a t'il d'autres personnes à qui ces malaises liés au soleil et au millerpertuis sont arrivés ?"
4310,deroxat ?? efficacite sur anxiete
4311,utrogestan qq'un connais?
4312,myolastan quel risque en cas de surdosage??
4313,"Une boule est apparue au site d'injection du vaccin, est-ce normal ?"
4314,escitalopram ( sipralexa) fait il grossir?
4315,Un traitement homéopathique pour soigner le hoquet ?
4316,réaction vaccin dtp ?
4317,"j'ai augmenté la dose de seroplex à 20 mg depuis 3 jours et depuis je dors trop, et mes idées de suicide sont réapparues puissance 10 00. est ce que ça vous a déjà fait ça ? c'est possible que ce soir l'ad ??"
4318,vaccin contre la rage ??
4319,je voudrais savoir si je peux utiliser vick's vaporub en pommade pour ma fille elle viens d'avoir six ans ?
4320,"je pends du deroxat. je prends également du xanac, mais cela ne fais pas beaucoup d'effet. je voulais donc savoir si le deroxat pouvais altérer les effets du xanac?"
4321,Comment soulager les maux d'estomac provoqués par le Celebrex ?
4322,je voulais savoir si entre la fin de ma plaquette et le debut de mes regles j'etais encore sous l'effet du contraceptif si j'ai des raport non protégé ?
4323,"j’ai eu une personne aujourd'hui avec une ordonnance pour Gonal-F rédigée en français mais provenant d'une clinique espagnole, est ce qu'on peut faire le tiers payant avec la carte vitale si l'ordonnance provient d'un autre pays de l’UE ?"
4324,"j'ai pris norlevo et j'ai actuellement 3 jours de retard de règle. y a t'il beaucoup de risques que je sois enceinte sachant que le préservatif à craqué, que le rapport à risque a duré maximum 5 minutes, sans éjaculation et que j'ai pris la pilule du lendemain 40 minutes après ?"
4325,Ixel : qu'en savez-vous ?
4326,"j'ai oublié de la prendre dimanche matin et l'ai pris lundi matin vers 11h. puis j'ai pris celle de lundi à 17h mais j'ai vomis à 20h. ayant été malade toute la nuit, je n'ai pu prendre un autre comprimé a la place. j'ai pris mon comprimé du mardi a 11h-midi. mon dernier rapport date de jeudi ou vendredi. y'a t'il un risque que je tombe enceinte?"
4327,evra et effets secondaires nombreux: continuer?
4328,surgestone et duphaston une différence ?
4329,puis-je prendre du Colécalciférol sans risquer d'effets secondaires ?
4330,baisse de la libido avec microval?
4331,"glucophage, quels sont les effets secondaire?"
4332,"j'ai pris norlevo hier, mes regles sont censé tombé dans 5 jours.. est ce que je peux commencé la pilule le premier jour lors de ces regles ? ou il faut que j'attende ?"
4333,"crise d'angoisse, des solutions ?"
4334,durée d'une allergie au clamoxyl / amoxicilline ?
4335,Le chlorure de magnésium est il indiqué en cas de dépression ?
4336,j'ai subi une greff il y a 9mois et je prend actuellement du neoral 50mg le matin et 25 le soir. hors pour le première fois je viens d'inverser les deux et j'ai pris 50mg le soir. je ne sais pas quoi faire.
4337,fluoxétine : quels effets thérapeutiques ??
4338,j'ai un flacon de gelules de levures de bière qui contient pleins de vitamines. combien de gelules prenez vous par jour?
4339,Après vaccin dt polio je suis protégé pendant combien de temps ?
4340,Les gouttes homéopatiques sont elles utilisables durant la grossesse ?
4341,"on m'a donné un ovule a mettre (ecanozoles) mais ce soir j'ai mes règles, je peux la mettre ou je dois attendre de ne plus les avoir?"
4342,A quoi sert le seropram ?
4343,deroxat et prozac - période transitoire ou pas?
4344,est il possible de prendre du tramadol en meme temps qu'effexor?
4345,principe actif de rocgel ?
4346,"je prends la pilule leeloo gé , mais j'ai décidé de ne pas faire l'arrêt d une semaine pour ne pas avoir mes règles. sauf problème je les ai quand même eu et cette semaine j'ai encore des saignements que faire ?"
4347,verrulia ? Depuis quand ça existe ?
4348,C'est quoi le nexplanon ?
4349,spm (syndrôme pré-menstruelle) et zoloft?
4350,j ai pris un cacher de viagra mais depuis que j ai pris celui ci j ai des plaques rouge sur le visage et j ai également mal au penis est ce que c est grave ?
4351,je suis sous stediril et je prends surgam (acide tiaprofénique) pour une rage de dent. est-ce qu'il ya interaction avec la pilule?
4352,connaissez-vous une marque de bicarbonate de sodium utilisé spécialement pour bain de bouche en solution gros conditionnement sans l’opercule en aluminium pratique à ouvrir?
4353,asthme et xanax ?
4354,j'ai décidé de me faire vacciner contre le papillomavirus avec gardasil le vaccin le 03/10  le rappel le 3/11  au lieu de la date préconisée c'est à dire le 03/12. pensez-vous qu'il peut y avoir des effets indésirables ou quelque chose d'autre ?
4355,"Xeroquel, c'est quoi ?"
4356,harpagophytum?? autorisé pendant la grossesse??
4357,alodont autorisé?
4358,Quelles sont les contre indications du birodogyl?
4359,"je prend actuellement diane 35, et je prend un médicament qui s'appele carbosylane. pensez vous qu'il y a un risque que la pillule soit moins efficace ??"
4360,solution contre les réveils nocturnes?
4361,connaissez vous les effets bénéfiques du rhinofluimucil ?
4362,je prends la pilule triafemi et jaurai voulu savoir si d'autre personnes la prennent  et savoir les effets secondaires que vous avez eu ?
